ordine;item_padre;descrizione_padre;item_figlio;descrizione_figlio;qta_richiesta_pezzo;unita_misura;scrap_factor;qta_completata;qta_prelevata;quantita_richiesta
537830;3382;FONDO BARRIERBAC 'S' 22M/15F;1210;STYROLUX 656C CRISTALLO;0,00815;KG;1,03500;70303,00000;569,40000;593,02338
537830;3382;FONDO BARRIERBAC 'S' 22M/15F;1210;STYROLUX 656C CRISTALLO;0,00815;KG;1,03500;70303,00000;611,90000;593,02338
537830;3382;FONDO BARRIERBAC 'S' 22M/15F;1210;STYROLUX 656C CRISTALLO;0,00815;KG;1,03500;70303,00000;42,50000;593,02338
537831;PT00083153;CORPO DIR.22M/22M X EXH.AIROX;PT00068277;BORMED RF830MO;0,008575;KG;1,02000;12147,00000;107,09828;106,24374
537832;PT00083155;COPERCHIO EXHAL.VALVE AIROX E STANDARD;PT00068277;BORMED RF830MO;0,002725;KG;1,02000;20516,00000;62,91696;57,02422
537833;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;107975,00000;1005,20000;975,35113
537833;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;107975,00000;22,40000;20,79599
537834;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;107698,00000;824,20000;972,84896
537834;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;107698,00000;21,20000;20,74263
537834;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;107698,00000;121,80000;972,84896
537834;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;107698,00000;946,00000;972,84896
537835;3000;MASCHERA PER ADULTI;1004;AM 107 M W114;0,03861;KG;1,05000;10680,00000;362,03113;432,97254
537835;3000;MASCHERA PER ADULTI;1004;AM 107 M W114;0,03861;KG;1,05000;10680,00000;79,82523;432,97254
537835;3000;MASCHERA PER ADULTI;1004;AM 107 M W114;0,03861;KG;1,05000;10680,00000;441,85636;432,97254
537836;10141359;MASCHERA ADT A MEDIA CONCENTRAZIONE;10004900;FMA 698 N V055 VA;0,03994;KG;1,03300;14160,00000;585,45102;584,21356
537837;4832;RACC.22M/15F X URM CARICO ALTO;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000507;KG;1,03500;10408,00000;5,60206;5,46155
537837;4832;RACC.22M/15F X URM CARICO ALTO;1213;TERLUX 2812 TR (ABS);0,016387;KG;1,04470;10408,00000;182,67232;178,17974
537838;4838;RACC.22M/15F-22M X URM CAR.LAT;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000508;KG;1,03500;10803,00000;5,70764;5,68000
537838;4838;RACC.22M/15F-22M X URM CAR.LAT;1213;TERLUX 2812 TR (ABS);0,016426;KG;1,04470;10803,00000;186,20316;185,38210
537839;10119347;COPERCHIO HB'S/BB'S 22F PP;10066414;PP RF365MO BOREALIS;0,006203;KG;1,07000;39287,00000;269,24319;260,75607
537839;10119347;COPERCHIO HB'S/BB'S 22F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000127;KG;1,07000;39287,00000;5,51716;5,33871
537840;3800;INSERT GUEDEL CANNULA SIZE 10 CM;10086274;ERACLENE MP90U;0,002104;KG;1,06000;79579,00000;160,20000;177,48027
537840;3800;INSERT GUEDEL CANNULA SIZE 10 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000044;KG;1,06000;79579,00000;3,75303;3,71156
537840;3800;INSERT GUEDEL CANNULA SIZE 10 CM;1435;COLORANTE ROSSO 41980;0,000044;KG;1,05640;79579,00000;3,30000;3,69896
537841;4810;COPERCHIO FILTRO HYGROLIFE II;1210;STYROLUX 656C CRISTALLO;0,01068;KG;1,02220;45752,00000;507,72786;499,47898
537841;4810;COPERCHIO FILTRO HYGROLIFE II;1438;STYROLUX BATCH EF;0,00033;KG;1,03500;45752,00000;15,90570;15,62660
537842;4936;FONDO FILTRO HYGROLIFE II;1156;PP 100-GA12;0,00727;KG;1,03370;48628,00000;368,30284;365,43937
537843;PT00137379;CONNETTORE ANGOLATO TY-CARE CON PORTA MDI;PT00094745;LG ABS TR580;0,005039;KG;1,06000;15444,00000;117,00000;82,49165
537844;PT00137380;CONNETTORE ANGOLATO TY-CARE;PT00094745;LG ABS TR580;0,004988;KG;1,06000;40537,00000;167,70000;214,33047
537844;PT00137380;CONNETTORE ANGOLATO TY-CARE;PT00094745;LG ABS TR580;0,004988;KG;1,06000;40537,00000;49,80000;214,33047
537844;PT00137380;CONNETTORE ANGOLATO TY-CARE;PT00094745;LG ABS TR580;0,004988;KG;1,06000;40537,00000;217,50000;214,33047
537845;3815;RACC.15M X TUBO TRACHEALE D.8;1213;TERLUX 2812 TR (ABS);0,002322;KG;1,05500;89575,00000;219,91200;219,43277
537846;3419;BOCCOLA RIDUZ.30 M X CONNETT.;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000121;KG;1,03500;52516,00000;6,60818;6,57684
537846;3419;BOCCOLA RIDUZ.30 M X CONNETT.;1210;STYROLUX 656C CRISTALLO;0,003857;KG;1,02580;52516,00000;209,18681;207,78011
537846;3419;BOCCOLA RIDUZ.30 M X CONNETT.;1438;STYROLUX BATCH EF;0,000061;KG;1,03500;52516,00000;3,33052;3,31560
537847;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200000,00000;595,45068;1594,66800
537847;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200000,00000;1573,56879;1594,66800
537847;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;200000,00000;38,51351;33,70800
537847;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200000,00000;978,11811;1594,66800
537847;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;200000,00000;5,09972;33,70800
537847;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;200000,00000;33,41379;33,70800
537848;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;200000,00000;29,48254;29,31800
537848;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;200000,00000;33,98226;29,31800
537848;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200000,00000;850,48189;1386,58600
537848;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;200000,00000;4,49972;29,31800
537848;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200000,00000;517,74932;1386,58600
537848;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200000,00000;1368,23121;1386,58600
537849;10005251;RACC. 'L' 15M - 15F/22M;1210;STYROLUX 656C CRISTALLO;0,005513;KG;1,02000;88767,00000;500,27274;499,15992
537849;10005251;RACC. 'L' 15M - 15F/22M;1438;STYROLUX BATCH EF;0,000174;KG;1,02000;88767,00000;15,74748;15,75437
537850;10005251;RACC. 'L' 15M - 15F/22M;1210;STYROLUX 656C CRISTALLO;0,005513;KG;1,02000;115913,00000;156,40939;651,80894
537850;10005251;RACC. 'L' 15M - 15F/22M;1210;STYROLUX 656C CRISTALLO;0,005513;KG;1,02000;115913,00000;501,52668;651,80894
537850;10005251;RACC. 'L' 15M - 15F/22M;1210;STYROLUX 656C CRISTALLO;0,005513;KG;1,02000;115913,00000;657,93607;651,80894
537850;10005251;RACC. 'L' 15M - 15F/22M;1438;STYROLUX BATCH EF;0,000174;KG;1,02000;115913,00000;20,71038;20,57224
537851;10005252;RACC.'L' 15M-15F/22M CON LUER;1438;STYROLUX BATCH EF;0,000179;KG;1,03500;74447,00000;13,86055;13,79242
537851;10005252;RACC.'L' 15M-15F/22M CON LUER;1210;STYROLUX 656C CRISTALLO;0,005658;KG;1,03500;74447,00000;438,73740;435,96387
537852;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;60542,00000;102,12382;278,55374
537852;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;60542,00000;303,65688;278,55374
537852;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;60542,00000;201,53306;278,55374
537853;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;60723,00000;113,41005;279,38652
537853;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;60723,00000;280,03529;279,38652
537853;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;60723,00000;166,62524;279,38652
537854;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;60685,00000;280,23314;279,21169
537855;PT00078083;COPERC.+PORTA O2 TRACHEO.III;PT00068277;BORMED RF830MO;0,00075;KG;1,07000;120629,00000;97,40633;96,80477
537856;10119241;COPERCHIO LATERALE TRACHEO.III;PT00068277;BORMED RF830MO;0,0005;KG;1,07000;101358,00000;54,43096;54,22653
537857;10124373;VASCHETTA PP RC ADT;10066414;PP RF365MO BOREALIS;0,01061;KG;1,06000;25164,00000;286,14614;283,00944
537858;10124374;VASCHETTA PP RC PED;10066414;PP RF365MO BOREALIS;0,0071;KG;1,06000;18566,00000;141,05990;139,72772
537859;3032;EIETTORE PER NEBULIZZATORE;1210;STYROLUX 656C CRISTALLO;0,000748;KG;1,03420;109225,00000;35,00000;84,49445
537859;3032;EIETTORE PER NEBULIZZATORE;1210;STYROLUX 656C CRISTALLO;0,000748;KG;1,03420;109225,00000;82,70000;84,49445
537859;3032;EIETTORE PER NEBULIZZATORE;1210;STYROLUX 656C CRISTALLO;0,000748;KG;1,03420;109225,00000;117,70000;84,49445
537859;3032;EIETTORE PER NEBULIZZATORE;1438;STYROLUX BATCH EF;0,000015;KG;1,03500;109225,00000;3,40000;1,69572
537860;3068;CORPO COBB GIREVOLE;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000072;KG;1,07740;139135,00000;10,91440;10,79309
537860;3068;CORPO COBB GIREVOLE;10086274;ERACLENE MP90U;0,003528;KG;1,01500;139135,00000;0,00000;498,23130
537860;3068;CORPO COBB GIREVOLE;10086274;ERACLENE MP90U;0,003528;KG;1,01500;139135,00000;431,10000;498,23130
537861;4800;COPERCHIO 22F/15M CON CONO;1210;STYROLUX 656C CRISTALLO;0,010725;KG;1,02740;61596,00000;685,97694;678,71801
537861;4800;COPERCHIO 22F/15M CON CONO;1421;RIFRASTIR PS VERDE FUME' KE;0,000332;KG;1,08000;61596,00000;22,34931;22,08586
537862;4126;CORPO FILTRO SPIROM. 33M/30F;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000271;KG;1,01530;72414,00000;4,40507;19,92444
537862;4126;CORPO FILTRO SPIROM. 33M/30F;10086274;ERACLENE MP90U;0,012621;KG;1,01530;72414,00000;109,64938;927,92033
537862;4126;CORPO FILTRO SPIROM. 33M/30F;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000271;KG;1,01530;72414,00000;15,63331;19,92444
537862;4126;CORPO FILTRO SPIROM. 33M/30F;10086274;ERACLENE MP90U;0,012621;KG;1,01530;72414,00000;50,42309;927,92033
537862;4126;CORPO FILTRO SPIROM. 33M/30F;10086274;ERACLENE MP90U;0,012621;KG;1,01530;72414,00000;773,61947;927,92033
537862;4126;CORPO FILTRO SPIROM. 33M/30F;10086274;ERACLENE MP90U;0,012621;KG;1,01530;72414,00000;933,69194;927,92033
537862;4126;CORPO FILTRO SPIROM. 33M/30F;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000271;KG;1,01530;72414,00000;20,03838;19,92444
537863;4359;RACCORDO DIRITTO 22M/15F TUBO;1213;TERLUX 2812 TR (ABS);0,01239;KG;1,06500;25803,00000;348,57240;340,47962
537863;4359;RACCORDO DIRITTO 22M/15F TUBO;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000383;KG;1,03500;25803,00000;10,46115;10,22844
537864;3332;RACCORDO DIRITTO 15M/TUBO P;1213;TERLUX 2812 TR (ABS);0,00287;KG;1,03770;314255,00000;942,07246;935,91393
537865;3335;RACCORDO DIRITTO 22F/ TUBO P;1213;TERLUX 2812 TR (ABS);0,00501;KG;1,02350;247097,00000;1254,30000;1267,04794
537866;3333;RACCORDO DIRITTO 15F / TUBO P;1213;TERLUX 2812 TR (ABS);0,003047;KG;1,02350;288934,00000;909,20000;901,07087
537867;PT00108836;GUEDEL CANNULA SIZE 10 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,01933;KG;1,03320;30900,00000;481,60490;617,12726
537867;PT00108836;GUEDEL CANNULA SIZE 10 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,01933;KG;1,03320;30900,00000;137,80684;617,12726
537867;PT00108836;GUEDEL CANNULA SIZE 10 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,01933;KG;1,03320;30900,00000;619,41174;617,12726
537868;PT00108834;GUEDEL CANNULA SIZE 8 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,01154;KG;1,02970;20321,00000;243,66131;241,46912
537869;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;70380,00000;641,72673;639,76771
537869;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;70380,00000;289,22562;639,76771
537869;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;70380,00000;244,14831;639,76771
537869;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;70380,00000;108,35280;639,76771
537869;3374;COPERCHIO HYGROBOY 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000276;KG;1,08000;70380,00000;21,03800;20,97887
537870;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;68468,00000;623,75580;622,38727
537870;3374;COPERCHIO HYGROBOY 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000276;KG;1,08000;68468,00000;20,44883;20,40894
537871;3191/B;RACC. DIRITTO 22F 22M/15F  B;1063;PVC AM 113 W 106;0,01527;KG;1,09000;2240,00000;40,82843;37,28323
537872;3204;CONN TIPO T 22M 22F 22M/15F;1063;PVC AM 113 W 106;0,01955;KG;1,06730;3991,00000;31,06947;83,27507
537872;3204;CONN TIPO T 22M 22F 22M/15F;1063;PVC AM 113 W 106;0,01955;KG;1,06730;3991,00000;86,63563;83,27507
537872;3204;CONN TIPO T 22M 22F 22M/15F;1063;PVC AM 113 W 106;0,01955;KG;1,06730;3991,00000;55,56616;83,27507
537873;3207;CONN T 22M 22M 22M/15F A;1063;PVC AM 113 W 106;0,01914;KG;1,04860;1184,00000;24,58575;23,76312
537874;3212;RACCORDO L 22F 22M/15F;1063;PVC AM 113 W 106;0,01798;KG;1,05030;3446,00000;66,16953;65,07562
537917;3320;RACC.DIR. 22M/15F : TUBO A/15F;1213;TERLUX 2812 TR (ABS);0,007792;KG;1,06500;5250,00000;45,00000;43,56702
537917;3320;RACC.DIR. 22M/15F : TUBO A/15F;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000241;KG;1,06000;5250,00000;1,50000;1,34117
538012;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;229038,00000;665,10000;1732,99060
538012;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;229038,00000;946,10000;1732,99060
538012;3347;RAC. 22F X TUBO CORRUGATO;1158;RIBLENE FF30;0,00703;KG;1,07630;229038,00000;1611,20000;1732,99060
538013;3399;ANCORA SOSTEGNO X CIRC. ADULTI;10086274;ERACLENE MP90U;0,010682;KG;1,01770;5069,00000;55,75735;55,10546
538013;3399;ANCORA SOSTEGNO X CIRC. ADULTI;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000218;KG;1,01770;5069,00000;1,13864;1,12460
538013;3399;ANCORA SOSTEGNO X CIRC. ADULTI;1430;COLORANTE VERDE;0,000214;KG;1,18000;5069,00000;1,29764;1,28002
538016;4301;APL GEOM.VALVE 15M SENZA SCAR.;1213;TERLUX 2812 TR (ABS);0,006316;KG;1,04890;34065,00000;230,23875;225,67560
538017;4360;RACCORDO TUBO 'P' CON SEDE;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,00003;KG;1,03500;8104,00000;0,25782;0,25163
538017;4360;RACCORDO TUBO 'P' CON SEDE;1213;TERLUX 2812 TR (ABS);0,000965;KG;1,06500;8104,00000;8,54987;8,32868
538018;3285;RACCORDO TIPO Y PER TUBO P;1063;PVC AM 113 W 106;0,01529;KG;1,04980;8682,00000;142,54893;139,35862
538019;10124375;MEMBRANA IN MEGOL PER RC;10130212;MDP 2894/60FC;0,005894;KG;1,29000;78172,00000;458,40000;594,36204
538019;10124375;MEMBRANA IN MEGOL PER RC;1439;MASTER AZZURRO 62210;0,00012;KG;1,05000;78172,00000;9,40000;9,84967
538023;10141370;RACC FLEX 15F X CONN.D.5,0-8;10004900;FMA 698 N V055 VA;0,00751;KG;1,02700;18922,00000;146,85554;145,94103
538024;10138831;RACCORDO 15FLEX D.8,0-11.0;10124024;PVC AM 171F W 130 DEHT;0,00737;KG;1,04000;38062,00000;294,68101;291,73762
538028;3279;RAC.3 VIE REBBI PARALL.22M/15F;1063;PVC AM 113 W 106;0,01951;KG;1,04860;31897,00000;659,05454;652,55476
538029;3293;RACC.3 VIE REBBI PARALL.22M/;1438;STYROLUX BATCH EF;0,000238;KG;1,03500;12737,00000;3,23317;3,13751
538029;3293;RACC.3 VIE REBBI PARALL.22M/;1210;STYROLUX 656C CRISTALLO;0,015659;KG;1,02000;12737,00000;209,91995;203,43766
538029;3293;RACC.3 VIE REBBI PARALL.22M/;1438;STYROLUX BATCH EF;0,000238;KG;1,03500;12737,00000;2,32445;3,13751
538029;3293;RACC.3 VIE REBBI PARALL.22M/;1438;STYROLUX BATCH EF;0,000238;KG;1,03500;12737,00000;0,90872;3,13751
538030;PT00108833;GUEDEL CANNULA SIZE 7 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,00892;KG;1,04150;17659,00000;164,57235;164,05529
538030;PT00108833;GUEDEL CANNULA SIZE 7 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,00892;KG;1,04150;17659,00000;0,92900;164,05529
538030;PT00108833;GUEDEL CANNULA SIZE 7 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,00892;KG;1,04150;17659,00000;163,64335;164,05529
538031;PT00108832;GUEDEL CANNULA SIZE 6 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,00674;KG;1,05010;10024,00000;72,56988;70,94660
538032;PT00108837;GUEDEL CANNULA SIZE 11 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,02442;KG;1,08420;8242,00000;131,50631;218,21654
538032;PT00108837;GUEDEL CANNULA SIZE 11 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,02442;KG;1,08420;8242,00000;89,46240;218,21654
538032;PT00108837;GUEDEL CANNULA SIZE 11 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,02442;KG;1,08420;8242,00000;220,96871;218,21654
538033;10139855;COPERCHIO HBAC PP 22M/15F;10066414;PP RF365MO BOREALIS;0,01329;KG;1,07000;24576,00000;350,70786;349,47809
538033;10139855;COPERCHIO HBAC PP 22M/15F;1448;RIFRATENE PP VERDE KE/2623 2%;0,000271;KG;1,07000;24576,00000;7,15227;7,12630
538034;10139857;COPERCHIO BBAC PP 22M/15F;10066414;PP RF365MO BOREALIS;0,012603;KG;1,07000;122734,00000;1671,69619;1655,09376
538034;10139857;COPERCHIO BBAC PP 22M/15F;1448;RIFRATENE PP VERDE KE/2623 2%;0,000257;KG;1,07000;122734,00000;34,09212;33,75062
538035;3366;COPERCHIO  BARRIERBAC 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000438;KG;1,15560;19579,00000;10,11618;9,90997
538035;3366;COPERCHIO  BARRIERBAC 22M/15F;1210;STYROLUX 656C CRISTALLO;0,014171;KG;1,02120;19579,00000;290,30363;283,33603
538036;3030;CORPO NEBULIZZATORE AD UOVO;1438;STYROLUX BATCH EF;0,000175;KG;1,03500;33347,00000;6,11054;6,03998
538036;3030;CORPO NEBULIZZATORE AD UOVO;1210;STYROLUX 656C CRISTALLO;0,008595;KG;1,02140;33347,00000;296,37906;292,75108
538037;3379;FONDO FILTRO HYGROBAC 'S';1421;RIFRASTIR PS VERDE FUME' KE;0,000323;KG;1,08000;190478,00000;60,90000;66,44635
538037;3379;FONDO FILTRO HYGROBAC 'S';1210;STYROLUX 656C CRISTALLO;0,010434;KG;1,02740;190478,00000;2045,20000;2041,90351
538096;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000178;KG;1,02000;68598,00000;12,57271;12,45465
538096;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;1213;TERLUX 2812 TR (ABS);0,005762;KG;1,03500;68598,00000;411,99904;409,09583
538097;3327;TAPPO 22F;1213;TERLUX 2812 TR (ABS);0,003587;KG;1,09040;20580,00000;86,40000;80,49383
538097;3327;TAPPO 22F;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000111;KG;1,03500;20580,00000;3,00000;2,36433
538098;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;1210;STYROLUX 656C CRISTALLO;0,008142;KG;1,02990;34080,00000;236,60000;285,77599
538098;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;1421;RIFRASTIR PS VERDE FUME' KE;0,000252;KG;1,08000;34080,00000;7,70000;9,27521
538133;4842;VALV.DIGITVENT 14CH TY-CARE AD;1207;SINKRAL PD L 322;0,010814;KG;1,06000;21154,00000;227,60000;242,48492
538133;4842;VALV.DIGITVENT 14CH TY-CARE AD;1430;COLORANTE VERDE;0,000221;KG;1,18000;21154,00000;4,60000;5,51654
538135;3390;FONDO FILTRO HYGROSTER 22M/15F;1210;STYROLUX 656C CRISTALLO;0,019455;KG;1,03880;63615,00000;1272,00000;1285,64986
538135;3390;FONDO FILTRO HYGROSTER 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000602;KG;1,08000;63615,00000;41,10000;41,35993
538136;3389;FONDO FILTRO STERIVENT 22M/15F;1210;STYROLUX 656C CRISTALLO;0,020203;KG;1,04460;61398,00000;1111,20000;1295,74670
538136;3389;FONDO FILTRO STERIVENT 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000625;KG;1,08000;61398,00000;36,00000;41,44365
538137;3278;RACC. TRE VIE REBBI PARALLELI;1063;PVC AM 113 W 106;0,01872;KG;1,04900;43887,00000;868,46588;861,82131
538208;4833;RACC.22M/15F-22M X URM CAR.LAT;1213;TERLUX 2812 TR (ABS);0,016173;KG;1,04470;7259,00000;129,60949;122,64758
538208;4833;RACC.22M/15F-22M X URM CAR.LAT;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,0005;KG;1,03500;7259,00000;3,97293;3,75653
538219;3079;PORTAVALVOLA PER U.R.M.;1009;AM88T W 75;0,0018;KG;1,18960;13787,00000;29,99755;29,52183
538219;3079;PORTAVALVOLA PER U.R.M.;1424;MASTER PVC VERDE 72486;0,000036;KG;1,18960;13787,00000;0,60247;0,59044
538223;3315;RACCORDO RIDUZ.D 12 CONN.22M;1213;TERLUX 2812 TR (ABS);0,0067;KG;1,06500;14171,00000;102,55858;101,11717
538278;4810;COPERCHIO FILTRO HYGROLIFE II;1438;STYROLUX BATCH EF;0,00033;KG;1,03500;41294,00000;14,12868;14,10397
538278;4810;COPERCHIO FILTRO HYGROLIFE II;1210;STYROLUX 656C CRISTALLO;0,01068;KG;1,02220;41294,00000;451,00312;450,81056
538284;PT00137380;CONNETTORE ANGOLATO TY-CARE;PT00094745;LG ABS TR580;0,004988;KG;1,06000;25785,00000;161,10000;136,33251
538287;3285;RACCORDO TIPO Y PER TUBO P;1063;PVC AM 113 W 106;0,01529;KG;1,04980;14452,00000;232,72345;231,97544
538288;3067;TAPPO CHIUSURA CATET.ESTENSIB.;1432;COLORANTE ARANCIO;0,000028;KG;1,02130;153981,00000;0,00000;4,40330
538288;3067;TAPPO CHIUSURA CATET.ESTENSIB.;PT00053274;RIBLENE FL23I;0,00143;KG;1,02130;153981,00000;226,35986;224,88294
538288;3067;TAPPO CHIUSURA CATET.ESTENSIB.;1432;COLORANTE ARANCIO;0,000028;KG;1,02130;153981,00000;4,49617;4,40330
538289;10139856;FONDO HBAC/BBAC PP 22F/15M;10066414;PP RF365MO BOREALIS;0,014409;KG;1,02000;39489,00000;565,60000;580,37694
538289;10139856;FONDO HBAC/BBAC PP 22F/15M;1448;RIFRATENE PP VERDE KE/2623 2%;0,000294;KG;1,07000;39489,00000;12,40000;12,42245
538478;3062;DOPPIO TAPPO PER COBB GIREVOLE;10130212;MDP 2894/60FC;0,00156;KG;1,29000;200100,00000;404,01163;402,68124
538497;3070;RACCORDO GIREVOLE PER TUBO P;1213;TERLUX 2812 TR (ABS);0,001268;KG;1,04000;256559,00000;339,35763;338,32948
538506;4838;RACC.22M/15F-22M X URM CAR.LAT;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000508;KG;1,03500;24181,00000;12,95749;12,71389
538506;4838;RACC.22M/15F-22M X URM CAR.LAT;1213;TERLUX 2812 TR (ABS);0,016426;KG;1,04470;24181,00000;422,71944;414,95182
538515;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;250291,00000;51,30000;48,20605
538515;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250291,00000;2012,65000;2260,90864
538516;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250250,00000;470,90000;2260,53828
538516;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250250,00000;2163,15000;2260,53828
538516;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;250250,00000;55,30000;48,19815
538516;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;250250,00000;1692,25000;2260,53828
538517;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;303707,00000;2392,80000;2421,55917
538517;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;303707,00000;597,70000;2421,55917
