ordine;part_number;descrizione;lotto;TAG_Stampo;codice_pressa;data_fine
513609;10084085;FONDO FILTRO HYGROBAC'S PP;23A0003FA;TAG 117;SE605;30/01/2023 22:48
513631;10139856;FONDO HBAC/BBAC PP 22F/15M;23A0005FA;TAG 178;SE017;26/01/2023 01:34
513632;4359;RACCORDO DIRITTO 22M/15F TUBO;23A0009FA;TAG 141;SE011;23/01/2023 22:47
514061;10119241;COPERCHIO LATERALE TRACHEO.III;23A0046FA;TAG 231;SE603;18/01/2023 21:46
514265;4546;CORPO MASCH.ANEST.SMALL ADULT;23A0049FA;TAG 75;SE008;30/01/2023 22:41
514266;3333;RACCORDO DIRITTO 15F / TUBO P;23A0050FA;TAG 251;SE009;30/01/2023 22:22
514290;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;23A0051FA;TAG 94;SE015;01/02/2023 22:37
514293;10138831;RACCORDO 15FLEX D.8,0-11.0;23A0052FA;TAG 10;SE002;09/02/2023 21:26
514294;10141370;RACC FLEX 15F X CONN.D.5,0-8;23A0053FA;TAG 10;SE002;14/02/2023 22:14
514305;10141363;RACCORDO FLEX PER TUBO NEO 10F;23A0054FA;TAG 10;SE002;26/01/2023 01:35
514306;4834;RACC.DRITTO 22M/15F-22M X URM;23A0055FA;TAG 175;SE025;26/01/2023 01:36
514318;3067;TAPPO CHIUSURA CATET.ESTENSIB.;23A0060FA;TAG 89;SE603;09/02/2023 21:24
514319;10119241;COPERCHIO LATERALE TRACHEO.III;23A0061FA;TAG 231;SE603;02/02/2023 22:32
514320;PT00078083;COPERC.+PORTA O2 TRACHEO.III;23A0062FA;TAG 231;SE603;06/02/2023 14:17
514330;3000;MASCHERA PER ADULTI;23A0066FA;TAG 2;SE024;28/02/2023 22:53
514332;3015;RACCORDO MASCHERA 22M;23A0067FA;TAG 208;SE018;06/02/2023 14:16
514333;3030;CORPO NEBULIZZATORE AD UOVO;23A0068FA;TAG 214;SE011;26/01/2023 22:50
514334;3031;COP. NEBULIZZATORE AD UOVO 22F;23A0069FA;TAG 213;SE007;30/01/2023 22:25
514335;3065;TAPPO PER COBB FISSO;23A0070FA;TAG 45;SE020;24/01/2023 21:52
514359;3375;FONDO HYGROBOY CON 22M/15F;23A0077FA;TAG 84;SE005;09/02/2023 21:27
514360;3374;COPERCHIO HYGROBOY 22F/15M;23A0078FA;TAG 85;SE005;17/02/2023 03:47
514361;3375;FONDO HYGROBOY CON 22M/15F;23A0079FA;TAG 84;SE005;27/02/2023 23:10
514362;3374;COPERCHIO HYGROBOY 22F/15M;23A0080FA;TAG 85;SE005;07/03/2023 01:51
514374;10084085;FONDO FILTRO HYGROBAC'S PP;23A0082FA;TAG 209;SE602;31/01/2023 14:10
514375;10084085;FONDO FILTRO HYGROBAC'S PP;23A0083FA;TAG 209;SE602;10/02/2023 18:41
514378;10004101;COPERCHIO BARR.S/HYGR.S IN PP;23A0084FA;TAG 218;SE611;01/02/2023 11:25
514379;10004101;COPERCHIO BARR.S/HYGR.S IN PP;23A0085FA;TAG 218;SE611;13/02/2023 06:15
514468;10084085;FONDO FILTRO HYGROBAC'S PP;23A0086FA;TAG 209;SE602;28/02/2023 02:22
514469;10004101;COPERCHIO BARR.S/HYGR.S IN PP;23A0087FA;TAG 218;SE611;28/02/2023 02:22
514480;4843;VALV.DIGITVENT 16CH TY-CARE AD;23A0088FA;TAG 259;SE607;15/02/2023 22:18
514481;4491;ADATTAT.22M UMIDIF. X VENTURI;23A0089FA;TAG 49;SE011;30/01/2023 22:39
514482;3359;CONNETTORE CONO LUER X FILTRI;23A0090FA;TAG 46;SE020;31/01/2023 22:39
514483;3068;CORPO COBB GIREVOLE;23A0091FA;TAG 229;SE605;01/02/2023 22:39
514484;3367;COPERCHIO NUOVO FILTRO PED.;23A0092FA;TAG 128;SE026;31/01/2023 22:39
514485;10119344;COPERCHIO STERIVENT MINI;23A0093FA;TAG 128;SE008;30/03/2023 22:34
514486;3367;COPERCHIO NUOVO FILTRO PED.;23A0094FA;TAG 128;SE026;08/02/2023 21:41
514517;PT00101215;CASE OF PHONATION VALVE 15F;23A0097FA;TAG 142;SE609;31/01/2023 22:37
514529;PT00101217;CASE OF PHONATION VALVE WITH OXYGEN PORT;23A0109FA;TAG 142;SE609;02/02/2023 22:32
514534;10119343;FONDO STERIVENT MINI;23A0110FA;TAG 133;SE027;20/03/2023 22:21
514535;3210;CONN TIPO T 22M/15F 22F 22M;23A0111FA;TAG 228;SE604;31/01/2023 22:35
514536;3248;RACC. CATETERE 15F/22M-TUBO P;23A0112FA;TAG 252;SE013;07/02/2023 17:59
514552;3362;COPERCHIO FILTRO STERIVENT 22F;23A0113FA;TAG 37;SE003;01/02/2023 22:38
514567;4544;CORPO MASCH.AN.LARGE ADULT;23A0114FA;TAG 75;SE008;06/02/2023 14:21
514568;3285;RACCORDO TIPO Y PER TUBO P;23A0115FA;TAG 9;SE604;24/01/2023 21:38
514569;3287;RACCORDO Y PEDIATRICO;23A0116FA;TAG 9;SE604;26/01/2023 01:35
514597;10139856;FONDO HBAC/BBAC PP 22F/15M;23A0120FA;TAG 178;SE017;02/02/2023 22:29
514657;3347;RAC. 22F X TUBO CORRUGATO;23A0129FA;TAG 211-B;SE018;02/02/2023 22:23
514658;4151;STELO X VALV. TENUTA NEBULIZZ.;23A0130FA;TAG 220;SE018;07/02/2023 17:48
514660;3381;COPERCHIO BARRIER/HYGROBAC S;23A0131FA;TAG 122;SE010;17/02/2023 03:48
514663;3395;COPERCHIO FILTRO STERIVENT,;23A0132FA;TAG 37;SE003;06/02/2023 14:22
514664;3399;ANCORA SOSTEGNO X CIRC. ADULTI;23A0133FA;TAG 23;SE020;01/02/2023 22:32
514665;3815;RACC.15M X TUBO TRACHEALE D.8;23A0134FA;TAG 24;SE609;08/02/2023 21:35
514666;4153;RACC. APRI VALVOLA X COPERCHIO;23A0135FA;TAG 220;SE018;08/02/2023 21:32
514668;4360;RACCORDO TUBO 'P' CON SEDE;23A0136FA;TAG 158;SE609;14/02/2023 22:15
514671;3369;FONDO FILTRO STERIVENT MINI;23A0138FA;TAG 133;SE014;02/02/2023 22:23
514678;4467;RACCORDO ASSIALE 15M X TY-CARE;23A0139FA;TAG 198-B;SE023;31/01/2023 22:31
514680;3369;FONDO FILTRO STERIVENT MINI;23A0140FA;TAG 133;SE014;14/02/2023 01:13
514682;4831;RACC.22M/15F X URM CAR.LATERAL;23A0142FA;TAG 175;SE025;30/01/2023 22:30
514719;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;23A0145FA;TAG 94;SE015;30/01/2023 22:25
514721;PT00071262;COPERCHIO FILTRO STERIVENT CLEAR 22F;23A0147FA;TAG 37;SE026;14/02/2023 01:13
514745;10005252;RACC.'L' 15M-15F/22M CON LUER;23A0148FA;TAG 252;SE013;14/02/2023 22:17
514746;10005251;RACC. 'L' 15M - 15F/22M;23A0149FA;TAG 252;SE013;14/02/2023 01:16
514747;10005251;RACC. 'L' 15M - 15F/22M;23A0150FA;TAG 252;SE013;20/02/2023 22:21
514749;3067;TAPPO CHIUSURA CATET.ESTENSIB.;23A0151FA;TAG 89;SE603;17/02/2023 03:50
514750;10119241;COPERCHIO LATERALE TRACHEO.III;23A0152FA;TAG 231;SE603;15/03/2023 21:16
514751;PT00078083;COPERC.+PORTA O2 TRACHEO.III;23A0153FA;TAG 231;SE603;01/03/2023 21:23
514756;4552;ANELLO PORTA ELASTICO MASCH. 4;23A0155FA;TAG 82;SE028;30/01/2023 22:24
514757;4553;ANELLO PORTA ELASTICO MASCH. 5;23A0156FA;TAG 82;SE028;31/01/2023 22:36
514758;10139857;COPERCHIO BBAC PP 22M/15F;23A0157FA;TAG 31;SE025;31/01/2023 22:34
514759;3366;COPERCHIO  BARRIERBAC 22M/15F;23A0158FA;TAG 31;SE025;02/02/2023 22:31
514760;10139855;COPERCHIO HBAC PP 22M/15F;23A0159FA;TAG 31;SE025;09/02/2023 21:25
514761;3292;RAC.3 VIE REBBI PARALL. T. EXT;23A0162FA;TAG 176-B;SE011;06/02/2023 14:19
514762;3293;RACC.3 VIE REBBI PARALL.22M/;23A0163FA;TAG 176-B;SE011;09/02/2023 21:30
514763;3278;RACC. TRE VIE REBBI PARALLELI;23A0164FA;TAG 176-B;SE604;14/02/2023 01:13
514764;3279;RAC.3 VIE REBBI PARALL.22M/15F;23A0165FA;TAG 176-B;SE604;23/02/2023 21:36
514789;4498;RACCORDO VENTURI 22F (15L-60%);23A0166FA;TAG 48;SE024;08/02/2023 21:31
514791;4493;RACCORDO VENTURI 22F (4L-28%);23A0167FA;TAG 48;SE024;20/02/2023 22:34
514792;4495;RACCORDO VENTURI 22F (8L-35%);23A0170FA;TAG 48;SE024;09/02/2023 21:26
514793;4494;RACCORDO VENTURI 22F (6L-31%);23A0171FA;TAG 48;SE024;09/02/2023 21:23
514795;4492;RACCORDO VENTURI 22F (2L-24%);23A0172FA;TAG 48;SE024;14/02/2023 01:13
514826;3389;FONDO FILTRO STERIVENT 22M/15F;23A0173FA;TAG 38;SE023;22/02/2023 21:29
514827;3394;FONDO FILTRO STERIVENT;23A0174FA;TAG 38;SE023;07/03/2023 01:54
514828;3355;COPERCHIO RACCOGLICOND. TUBO A;23A0175FA;TAG 157;SE007;02/02/2023 22:30
514832;3354;COPERCHIO RACCOGLICONDENSA 22M;23A0176FA;TAG 113;SE017;07/02/2023 18:09
514835;3340;RACC.DIRITTO 22M/15F,22M/VALV.;23A0177FA;TAG 94;SE017;14/02/2023 22:15
514837;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;23A0179FA;TAG 94;SE017;17/02/2023 03:49
514838;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;23A0180FA;TAG 94;SE017;22/02/2023 21:27
514841;10119239;CORPO CENTRALE TRACHEOLIFE III;23A0181FA;TAG 230;SE015;14/02/2023 22:12
514849;3069;RACC. GIREV. 15F/22M PER COBB;23A0182FA;TAG 210-B;SE012;08/02/2023 21:30
514850;4800;COPERCHIO 22F/15M CON CONO;23A0183FA;TAG 153;SE601;08/02/2023 21:31
514851;3379;FONDO FILTRO HYGROBAC 'S';23A0185FA;TAG 233-D;SE023;20/02/2023 22:29
514904;10119354;RACCORDO 22M/19F-15M;23A0203FA;TAG 94;SE017;08/02/2023 21:32
514905;10124375;MEMBRANA IN MEGOL PER RC;23A0204FA;TAG 147;SE018;09/02/2023 21:29
514906;3184;RACCORDO DIRITTO 22M 22M;23A0205FA;TAG 228;SE604;31/01/2023 22:35
514907;3187;RAC DIRITTO 22M 22F A;23A0206FA;TAG 228;SE604;01/02/2023 22:35
514908;3255;RACC.'L' 22M/15F,TUBO 'P' CON;23A0207FA;TAG 252;SE013;14/03/2023 22:26
514909;4848;DISCO X VALV.ROTATORIA TY-CARE;23A0208FA;TAG 185;SE609;17/02/2023 03:50
515016;PT00015828;TAPPO INFERIORE DIGITVENT PP;23A0217FA;TAG 186;SE028;07/02/2023 17:55
515018;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;23A0218FA;TAG 186;SE028;07/02/2023 17:49
515030;3273;RACCORDO X COD.4832 + SEDE URM;23A0219FA;TAG 202-B;SE016;14/02/2023 22:12
515034;3333;RACCORDO DIRITTO 15F / TUBO P;23A0220FA;TAG 251;SE009;02/02/2023 22:25
515036;3335;RACCORDO DIRITTO 22F/ TUBO P;23A0221FA;TAG 251;SE009;08/02/2023 21:29
515037;3128;CORPO COBB FISSO 22M/15F CON;23A0222FA;TAG 39;SE009;14/02/2023 01:12
515038;3068;CORPO COBB GIREVOLE;23A0223FA;TAG 229;SE605;08/02/2023 21:29
515073;3419;BOCCOLA RIDUZ.30 M X CONNETT.;23A0226FA;TAG 109;SE020;14/02/2023 01:12
515074;3327;TAPPO 22F;23A0227FA;TAG 94;SE015;02/02/2023 22:20
515075;3331;RACC. DIRITTO 22M/15F TUBO P.;23A0228FA;TAG 94;SE017;08/02/2023 21:24
515109;4810;COPERCHIO FILTRO HYGROLIFE II;23A0229FA;TAG 177;SE016;07/02/2023 18:01
515110;4936;FONDO FILTRO HYGROLIFE II;23A0230FA;TAG 179;SE016;14/02/2023 22:16
515143;10124373;VASCHETTA PP RC ADT;23A0231FA;TAG 19;SE007;06/02/2023 14:16
515144;10124374;VASCHETTA PP RC PED;23A0232FA;TAG 19;SE007;14/02/2023 01:14
515145;4154;TAPPO PER CONNETTORI 22M;23A0233FA;TAG 112;SE609;15/03/2023 21:15
515146;4544;CORPO MASCH.AN.LARGE ADULT;23A0234FA;TAG 75;SE008;07/02/2023 17:47
515147;4545;CORPO MASCHERA ANEST.MEDIUM AD;23A0235FA;TAG 75;SE008;14/02/2023 22:16
515148;10141368;RACCORDO FLEX TUBO PED 22F;23A0236FA;TAG 29;SE024;14/02/2023 22:13
515149;10141378;RACCORDO FLEX 22F CON SEDE CAVETTO;23A0237FA;TAG 16;SE016;08/02/2023 21:35
515150;3062;DOPPIO TAPPO PER COBB GIREVOLE;23A0238FA;TAG 41;SE003;17/02/2023 03:48
515151;3042;RACCORDO UNIVERS. X TUBO D.6.2;23A0239FA;TAG 8;SE003;10/03/2023 00:02
515152;3292;RAC.3 VIE REBBI PARALL. T. EXT;23A0240FA;TAG 176-B;SE011;20/02/2023 22:27
515153;3278;RACC. TRE VIE REBBI PARALLELI;23A0241FA;TAG 176;SE604;01/03/2023 21:25
515154;4438;TAPPO PER CORPO DIGITVENT;23A0242FA;TAG 126;SE002;20/02/2023 22:23
515155;4352;RACC.A REBBI PARALLELI 22M,22M;23A0243FA;TAG 136;SE011;08/02/2023 21:34
515156;3380;COP.HYGROBAC/BARRIERBAC'S' 22F;23A0244FA;TAG 58;SE026;15/02/2023 22:14
515157;3046;RACC FLEX DEHP FREE TUBO A 22F;23A0245FA;TAG 253;SE024;14/03/2023 22:07
515158;3332;RACCORDO DIRITTO 15M/TUBO P;23A0246FA;TAG 21;SE012;20/02/2023 22:30
515159;4800;COPERCHIO 22F/15M CON CONO;23A0247FA;TAG 153;SE601;15/02/2023 22:17
515160;4800;COPERCHIO 22F/15M CON CONO;23A0248FA;TAG 153;SE601;28/02/2023 22:44
515162;3311;RACC.DIRITTO TUBO 'N', 10F;23A0250FA;TAG 134;SE020;07/02/2023 17:48
515163;3391;C. HYGROSTER,STERIVENT 22F/15M;23A0251FA;TAG 130;SE027;21/02/2023 22:05
515164;3391;C. HYGROSTER,STERIVENT 22F/15M;23A0252FA;TAG 130;SE026;14/03/2023 22:20
515165;4305;CIL.APL GEOM VALVE SENZA SC;23A0253FA;TAG 86;SE003;09/02/2023 21:27
515166;4838;RACC.22M/15F-22M X URM CAR.LAT;23A0254FA;TAG 175;SE025;20/02/2023 22:24
515167;4832;RACC.22M/15F X URM CARICO ALTO;23A0255FA;TAG 175;SE015;27/03/2023 22:43
515169;10004101;COPERCHIO BARR.S/HYGR.S IN PP;23A0257FA;TAG 257;SE606;16/02/2023 18:30
515170;10004105;FONDO BARRIERBAC'S 22M/15F PP;23A0258FA;TAG 257;SE606;16/02/2023 18:31
515236;4859;RACC.COBB NEONAT.X TY-CARE PED;23A0271FA;TAG 189;SE002;06/02/2023 14:19
515237;3333;RACCORDO DIRITTO 15F / TUBO P;23A0272FA;TAG 251;SE009;17/02/2023 03:47
515238;3335;RACCORDO DIRITTO 22F/ TUBO P;23A0273FA;TAG 251;SE009;22/02/2023 21:29
515345;4126;CORPO FILTRO SPIROM. 33M/30F;23B0008FA;TAG 83;SE007;20/02/2023 22:21
515346;3068;CORPO COBB GIREVOLE;23B0009FA;TAG 229;SE605;14/02/2023 01:15
515361;3369;FONDO FILTRO STERIVENT MINI;23B0010FA;TAG 133;SE014;20/02/2023 22:23
515375;10124373;VASCHETTA PP RC ADT;23B0011FA;TAG 19;SE007;08/02/2023 21:37
515418;3241;CONN T P PR TEMP 15M 15M 15F;23B0015FA;TAG 3;SE002;14/02/2023 22:13
515420;3353;COPERCHIO RACCOGLICOND.TUBO A;23B0017FA;TAG 17;SE018;14/02/2023 22:15
515421;3349;COPERCHIO RACC.COND. TUBO 'P';23B0018FA;TAG 17;SE018;15/02/2023 22:14
515423;PT00015828;TAPPO INFERIORE DIGITVENT PP;23B0020FA;TAG 186;SE028;09/02/2023 21:57
515424;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;23B0021FA;TAG 186;SE028;09/02/2023 21:57
515426;3350;OCCLUSORE PER RACCOGLICOND.;23B0023FA;TAG 18;SE028;15/02/2023 22:17
515444;3069;RACC. GIREV. 15F/22M PER COBB;23B0024FA;TAG 210-B;SE012;14/02/2023 22:16
515445;3062;DOPPIO TAPPO PER COBB GIREVOLE;23B0025FA;TAG 41;SE003;07/03/2023 22:06
515451;10119239;CORPO CENTRALE TRACHEOLIFE III;23B0026FA;TAG 230;SE015;27/02/2023 23:07
515454;3367;COPERCHIO NUOVO FILTRO PED.;23B0027FA;TAG 128;SE026;21/02/2023 22:04
515455;3369;FONDO FILTRO STERIVENT MINI;23B0028FA;TAG 133;SE027;28/02/2023 22:51
515503;3210;CONN TIPO T 22M/15F 22F 22M;23B0035FA;TAG 228;SE604;14/02/2023 22:14
515539;PT00015823;TAPPO INFERIORE DIGITVENT 10CH PP;23B0038FA;TAG 186;SE028;14/02/2023 01:14
515540;PT00015825;COPERCHIO SUPERIORE DIGITVENT 10CH PP;23B0039FA;TAG 186;SE028;14/02/2023 01:14
515595;3399;ANCORA SOSTEGNO X CIRC. ADULTI;23B0040FA;TAG 23;SE020;02/03/2023 22:07
515613;3384;FONDO FILTRO PROTEZ. MANOMETRI;23B0047FA;TAG 25;SE003;20/02/2023 22:27
515614;3385;COPERCHIO FILTRO PR.MANOMETRI;23B0048FA;TAG 25;SE003;20/02/2023 22:27
515639;10119239;CORPO CENTRALE TRACHEOLIFE III;23B0050FA;TAG 230;SE015;10/03/2023 00:04
515640;4545;CORPO MASCHERA ANEST.MEDIUM AD;23B0051FA;TAG 75;SE008;22/02/2023 21:31
515641;10005252;RACC.'L' 15M-15F/22M CON LUER;23B0052FA;TAG 252;SE013;23/02/2023 21:36
515642;10005251;RACC. 'L' 15M - 15F/22M;23B0053FA;TAG 252;SE013;01/03/2023 21:28
515643;10005252;RACC.'L' 15M-15F/22M CON LUER;23B0055FA;TAG 252;SE014;21/03/2023 21:24
515644;10005251;RACC. 'L' 15M - 15F/22M;23B0057FA;TAG 252;SE013;07/03/2023 22:10
515645;3248;RACC. CATETERE 15F/22M-TUBO P;23B0058FA;TAG 252;SE013;10/03/2023 00:02
515646;3255;RACC.'L' 22M/15F,TUBO 'P' CON;23B0059FA;TAG 252;SE013;27/03/2023 22:27
515648;4465;RACCORDO 22M-15F X TY-CARE;23B0061FA;TAG 173;SE016;22/02/2023 21:34
515717;3187;RAC DIRITTO 22M 22F A;23B0066FA;TAG 228;SE604;20/02/2023 22:30
515718;3191/B;RACC. DIRITTO 22F 22M/15F  B;23B0067FA;TAG 228;SE604;20/02/2023 22:29
515721;10141360;MASCHERA PEDIATRICA;23B0068FA;TAG 5;SE007;22/02/2023 21:30
515722;3194;RACCORDO T 22M 22M 22M OSSIG.T;23B0070FA;TAG 228;SE604;20/02/2023 22:26
515723;3066;TAPPO ADATT.D.7.5 SOMMINISTR.;23B0071FA;TAG 73;SE028;20/02/2023 22:20
515732;4480;"RACC. ""T"" 22F,22M/15F,22M";23B0072FA;TAG 66;SE014;28/02/2023 22:41
515733;4552;ANELLO PORTA ELASTICO MASCH. 4;23B0073FA;TAG 82;SE028;23/02/2023 21:34
515734;4553;ANELLO PORTA ELASTICO MASCH. 5;23B0074FA;TAG 82;SE028;21/02/2023 22:07
515739;3210;CONN TIPO T 22M/15F 22F 22M;23B0075FA;TAG 3;SE604;15/02/2023 22:14
515740;4491;ADATTAT.22M UMIDIF. X VENTURI;23B0076FA;TAG 49;SE011;07/03/2023 01:54
515741;4493;RACCORDO VENTURI 22F (4L-28%);23B0077FA;TAG 48;SE024;21/03/2023 21:28
515742;4495;RACCORDO VENTURI 22F (8L-35%);23B0078FA;TAG 48;SE024;22/03/2023 14:14
515743;4494;RACCORDO VENTURI 22F (6L-31%);23B0079FA;TAG 48;SE024;23/03/2023 17:59
515744;4496;RACCORDO VENTURI 22F (10L-40%);23B0080FA;TAG 48;SE024;27/03/2023 22:41
515745;4492;RACCORDO VENTURI 22F (2L-24%);23B0081FA;TAG 48;SE024;29/03/2023 02:31
515746;4497;RACCORDO VENTURI 22F (12L-50%);23B0082FA;TAG 48;SE024;29/03/2023 22:22
515747;4498;RACCORDO VENTURI 22F (15L-60%);23B0083FA;TAG 48;SE024;30/03/2023 22:32
515748;10141361;MASCHERA PED A MEDIA CONCENTRAZIONE;23B0084FA;TAG 5;SE007;23/02/2023 21:35
515749;10141362;MASCHERA A TENDA PVC ADT;23B0085FA;TAG 1;SE024;14/03/2023 22:48
515750;10141381;MASCHERA TRACHEOSTOMICA;23B0086FA;TAG 47;SE024;16/03/2023 22:35
515751;3355;COPERCHIO RACCOGLICOND. TUBO A;23B0087FA;TAG 157;SE007;28/02/2023 22:48
515755;3000;MASCHERA PER ADULTI;23B0090FA;TAG 2;SE024;14/04/2023 14:12
515756;3355;COPERCHIO RACCOGLICOND. TUBO A;23B0091FA;TAG 157;SE007;02/03/2023 22:07
515757;3015;RACCORDO MASCHERA 22M;23B0092FA;TAG 208;SE018;20/02/2023 22:23
515761;10004101;COPERCHIO BARR.S/HYGR.S IN PP;23B0093FA;TAG 218;SE611;08/03/2023 12:35
515762;10004101;COPERCHIO BARR.S/HYGR.S IN PP;23B0094FA;TAG 218;SE611;17/03/2023 07:16
515763;10004101;COPERCHIO BARR.S/HYGR.S IN PP;23B0095FA;TAG 257;SE606;09/03/2023 02:40
515764;10004105;FONDO BARRIERBAC'S 22M/15F PP;23B0096FA;TAG 257;SE606;09/03/2023 02:39
515765;10084085;FONDO FILTRO HYGROBAC'S PP;23B0100FA;TAG 209;SE602;07/03/2023 10:29
515766;10084085;FONDO FILTRO HYGROBAC'S PP;23B0101FA;TAG 209;SE602;15/03/2023 07:28
515767;10084085;FONDO FILTRO HYGROBAC'S PP;23B0102FA;TAG 209;SE602;28/03/2023 03:31
515768;3032;EIETTORE PER NEBULIZZATORE;23B0103FA;TAG 215;SE028;27/02/2023 23:09
515774;3353;COPERCHIO RACCOGLICOND.TUBO A;23B0105FA;TAG 17;SE018;15/02/2023 22:16
515775;3071;RACCORDO GIREVOLE X MOUNT 15M;23B0106FA;TAG 40;SE012;27/02/2023 23:09
515776;3321;RACC.DIR.22M/15F:15M FORO 2,5;23B0107FA;TAG 94;SE017;20/02/2023 22:30
515777;3343;RACC.DIRITTO 22F 22M PORTA;23B0108FA;TAG 94;SE017;27/02/2023 23:08
515778;3347;RAC. 22F X TUBO CORRUGATO;23B0109FA;TAG 211-B;SE018;28/02/2023 22:42
515779;3345;RAC. BLU 22F X TUBO CORRUGATO;23B0110FA;TAG 211-B;SE018;02/03/2023 22:08
515780;3359;CONNETTORE CONO LUER X FILTRI;23B0111FA;TAG 46;SE020;23/02/2023 21:31
515781;3381;COPERCHIO BARRIER/HYGROBAC S;23B0112FA;TAG 122;SE010;28/02/2023 22:50
515782;3391;C. HYGROSTER,STERIVENT 22F/15M;23B0113FA;TAG 130;SE026;16/03/2023 22:34
515783;3398;ANELLO RACCOGLITUBI ADULTO;23B0114FA;TAG 119;SE609;21/02/2023 22:06
515784;4150;BOCCOLA GUIDA STELO X VALVOLA;23B0127FA;TAG 220;SE018;14/03/2023 22:48
515785;4301;APL GEOM.VALVE 15M SENZA SCAR.;23B0129FA;TAG 91;SE609;27/02/2023 23:09
515786;4302;APL GEOMETRIC VALVE CON SCAR.;23B0130FA;TAG 91;SE609;01/03/2023 21:26
515787;4304;PORTA MAGNETE APL GEOMETRIC;23B0131FA;TAG 87;SE609;20/02/2023 22:22
515823;4353;RAC. DISASSATO PER CIRCUITO;23B0134FA;TAG 125;SE011;22/02/2023 21:28
515824;4456;ADATTATORE MDI PER TY-CARE.48;23B0135FA;TAG 167;SE002;22/02/2023 21:30
515846;4831;RACC.22M/15F X URM CAR.LATERAL;23B0137FA;TAG 175;SE025;21/02/2023 22:06
515849;4833;RACC.22M/15F-22M X URM CAR.LAT;23B0142FA;TAG 175;SE025;23/02/2023 21:35
515851;PT00015826;BOCCOLA BLOCC. SACCA X TY-CARE PP;23B0143FA;TAG 196;SE016;02/03/2023 22:11
515853;PT00015827;BOCCOLA SACCA SONDINO TY-CARE PP;23B0144FA;TAG 199;SE016;07/03/2023 01:52
515854;PT00015828;TAPPO INFERIORE DIGITVENT PP;23B0145FA;TAG 186;SE028;07/03/2023 22:08
515855;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;23B0146FA;TAG 186;SE028;07/03/2023 22:09
515856;10139858;FONDO BBAC PP 22F;23B0147FA;TAG 178;SE017;28/02/2023 22:49
515857;10139856;FONDO HBAC/BBAC PP 22F/15M;23B0148FA;TAG 178;SE017;07/03/2023 22:10
515858;10139856;FONDO HBAC/BBAC PP 22F/15M;23B0149FA;TAG 178;SE017;14/03/2023 22:12
515859;10139855;COPERCHIO HBAC PP 22M/15F;23B0150FA;TAG 31;SE025;27/02/2023 23:11
515860;10139857;COPERCHIO BBAC PP 22M/15F;23B0151FA;TAG 31;SE025;10/03/2023 00:03
515861;10141367;RACCORDO FLEX TUBO PED 15F;23B0152FA;TAG 10;SE002;02/03/2023 22:08
515862;10141376;RACCORDO FLEX 11F;23B0153FA;TAG 10;SE002;02/03/2023 22:05
515863;3047;RACCORDO FLEX PER TUBO 'P'15F;23B0154FA;TAG 10;SE002;14/03/2023 22:46
515864;10138831;RACCORDO 15FLEX D.8,0-11.0;23B0155FA;TAG 10;SE002;10/03/2023 00:00
515865;10141370;RACC FLEX 15F X CONN.D.5,0-8;23B0156FA;TAG 10;SE002;15/03/2023 21:20
515866;10138831;RACCORDO 15FLEX D.8,0-11.0;23B0157FA;TAG 10;SE002;04/04/2023 23:18
515867;10141370;RACC FLEX 15F X CONN.D.5,0-8;23B0158FA;TAG 10;SE002;29/03/2023 22:22
515868;PT00078083;COPERC.+PORTA O2 TRACHEO.III;23B0159FA;TAG 231;SE603;20/02/2023 22:26
515869;3067;TAPPO CHIUSURA CATET.ESTENSIB.;23B0160FA;TAG 89;SE603;14/03/2023 22:26
515871;PT00078083;COPERC.+PORTA O2 TRACHEO.III;23B0162FA;TAG 231;SE603;29/03/2023 22:21
515872;10119241;COPERCHIO LATERALE TRACHEO.III;23B0163FA;TAG 231;SE603;23/02/2023 21:33
515873;3067;TAPPO CHIUSURA CATET.ESTENSIB.;23B0164FA;TAG 89;SE603;27/03/2023 22:43
515878;3264;RACC. ANG.X UMIDIF. F&P MR850;23B0165FA;TAG 35;SE016;16/03/2023 22:39
515879;4936;FONDO FILTRO HYGROLIFE II;23B0166FA;TAG 179;SE016;10/03/2023 00:01
515880;4810;COPERCHIO FILTRO HYGROLIFE II;23B0167FA;TAG 177;SE016;14/03/2023 22:06
515881;4897;VALV.DIGITVENT 10CH TY-CARE AD;23B0168FA;TAG 259;SE607;01/03/2023 21:25
515882;4842;VALV.DIGITVENT 14CH TY-CARE AD;23B0169FA;TAG 259;SE607;23/03/2023 18:02
515883;3315;RACCORDO RIDUZ.D 12 CONN.22M;23B0170FA;TAG 70;SE020;14/03/2023 22:15
515884;3389;FONDO FILTRO STERIVENT 22M/15F;23B0171FA;TAG 38;SE023;28/02/2023 22:45
515885;3390;FONDO FILTRO HYGROSTER 22M/15F;23B0172FA;TAG 38;SE023;10/03/2023 00:01
515886;3390;FONDO FILTRO HYGROSTER 22M/15F;23B0173FA;TAG 38;SE023;14/03/2023 22:12
515887;3389;FONDO FILTRO STERIVENT 22M/15F;23B0174FA;TAG 38;SE023;23/03/2023 17:55
